aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:463:quarter:2021-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,425.69,609,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2022-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,442.61,752,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2022-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,509.9,659,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2022-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,522.78,975,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2022-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,516.2,590,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2023-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,520.35,666,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2023-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,581.46,601,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2023-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,605.83,923,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2023-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,594.61,549,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2024-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,622.35,635,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2024-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,651.42,581,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2024-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,676.94,878,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2024-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,684.48,530,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2025-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,667.54,556,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2025-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,691.44,560,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2025-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,737.48,862,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2025-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,730.7,549,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2026-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,707.11,512,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2026-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,697.8,528,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2026-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,720.55,647,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2019-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,461.69,176,moderate,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2019-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,428.73,179,moderate,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2019-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,434.32,245,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2019-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,414.62,245,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2020-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,399.1,192,moderate,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2020-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,371.92,163,moderate,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2020-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,367.01,264,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2020-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,364.23,331,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2021-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,358.97,225,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2021-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,351.46,178,moderate,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2021-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,350.07,218,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2021-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,347.89,293,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2022-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,376.2,279,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2022-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,380.44,203,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2022-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,373.79,224,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2022-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,388.63,266,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2023-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,431.72,317,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2023-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,451.93,239,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2023-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,445.34,241,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2023-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,442.78,255,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2024-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,473.47,321,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2024-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,502.52,236,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2024-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,560.74,294,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2024-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,503.0,283,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2025-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,521.65,343,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2025-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,559.28,278,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2025-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,591.15,293,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2025-10-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,550.79,289,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2026-01-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,641.01,360,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2026-04-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,588.79,238,higher,[],2026-09-08,dlx-aggregates-2
community:464:quarter:2026-07-01:median_rent_per_sqft:all:all,community,464,Wadi Al Safa 2,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,635.56,189,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2019-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,501.91,128,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2019-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,511.97,144,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2019-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,450.14,184,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2019-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,556.33,296,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2020-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,441.69,149,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2020-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,419.5,144,moderate,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2020-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,425.74,236,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2020-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,450.64,281,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2021-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,432.53,289,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2021-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,400.0,224,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2021-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,398.03,307,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2021-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,433.65,335,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2022-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,423.02,263,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2022-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,410.36,230,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2022-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,445.05,298,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2022-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,484.35,360,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2023-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,6413.77,1387,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2023-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,468.13,260,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2023-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,522.86,362,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2023-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,556.52,383,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2024-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,653.0,467,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2024-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,567.51,309,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2024-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,610.58,409,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2024-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,598.14,352,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2025-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,694.08,434,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2025-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,676.36,303,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2025-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,676.52,467,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2025-10-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,750.25,455,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2026-01-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,776.67,512,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2026-04-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,707.08,351,higher,[],2026-09-08,dlx-aggregates-2
community:465:quarter:2026-07-01:median_rent_per_sqft:all:all,community,465,Wadi Al Safa 3,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,760.73,358,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2019-01-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,460.14,429,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2019-04-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,443.4,457,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2019-07-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,418.21,712,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2019-10-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,418.31,635,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2020-01-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,396.35,511,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2020-04-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,384.64,426,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2020-07-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,351.38,705,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2020-10-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,355.98,688,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2021-01-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,344.19,616,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2021-04-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,334.64,495,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2021-07-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,346.77,780,higher,[],2026-09-08,dlx-aggregates-2
community:467:quarter:2021-10-01:median_rent_per_sqft:all:all,community,467,Wadi Al Safa 5,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,351.36,752,higher,[],2026-09-08,dlx-aggregates-2
